1028,John,Milton
1029,John,Nichols
1030,John,Ostrander
1031,John,Perkins
1032,John,Piper
1033,John,Sandford
1034,John,Saul
1035,John,Steinbeck
1037,John,Updike
1038,Jon,Kabat-Zinn
1039,Jon,Krakauer
1040,Jon,Ronson
1041,Jonathan,Carroll
1042,Jonathan,Franzen
1043,Jonathan,Harr
1044,Jonathan,Lethem
1046,Jonathan,Swift
1049,JosÃ©,Saramago
1050,Joseph,Campbell
1051,Joseph,Conrad
1053,Joseph,Frank
1054,Joseph,Heller
1056,Joseph,Pearce
1057,Joseph,Wambaugh
1058,Joss,Whedon
1059,Jostein,Gaarder
1062,Juan,Rulfo
1063,Jude,Fisher
1064,Jude,Watson
1065,Judi,Barrett
1066,Judith,McNaught
1067,Judith,Viorst
1068,Judy,Blume
1069,Jules,Verne
1071,Julia,Alvarez
1072,Julian,Barnes
1073,Julian,Jaynes
1074,Julian,May
1075,Julie,Aigner-Clark
1076,Julie,Kenner
1077,Julie,Powell
1078,Juliet,Marillier
1079,Jung,Chang
1080,Jun'ichirÅ,Tanizaki
1081,KÅbÅ,Abe
1082,Kahlil,Gibran
1083,Kaho,Miyasaka
1084,KÅji,Suzuki
1085,Kara,
1086,Karen,Armstrong
1087,Karen,Cushman
1088,Karen,Hesse
1089,Karen,Katz
1090,Karen,Kingsbury
1092,Karen,O'Connor
1094,Karin,Slaughter
1095,Kate,Atkinson
1097,Kate,Chopin
1098,Kate,DiCamillo
1100,Kate,Horsley
1101,Katherine,Paterson
1102,Kathryn,Lasky
1103,Kathy,Acker
1105,Kaye,Gibbons
1106,Kazuo,Ishiguro
1107,Kazuo,Umezu
1108,Keith,Herber
1109,Kelley,Armstrong
1110,Ken,Follett
1112,Ken,Kesey
1116,KenzaburÅ,ÅŒe
1117,Kevin,Crossley-Holland
1118,Kevin,Henkes
1119,Kevin,Trudeau
1120,Kim,Harrison
1122,Knut,Hamsun
1123,Kohta,Hirano
1124,Kresley,Cole
1125,Kurt,Busiek
1128,L.A.,Banks
1129,L.M.,Montgomery
1131,Lance,Armstrong
1132,Larry,McMurtry
1133,Laura,Esquivel
1136,Lauren,Weisberger
1137,Laurence,Yep
1139,Laurie,Notaro
1140,Lawrence,Block
1141,Lawrence,Durrell
1143,Lawrence,Sanders
1145,Lee,Child
1148,Leo,Tolstoy
1150,Leon,Uris
1153,Lewis,Carroll
1158,Lindsey,Davis
1159,Lisa,Gardner
1160,Lisa,McCourt
1161,Lisa,See
1162,Lloyd,Alexander
1165,Lois,Lowry
1167,Lord,Dunsany
1168,Lorna,Landvik
1169,Lorrie,Moore
1170,Louis,Begley
1172,Louis,Sachar
1175,Ludovico,Ariosto
1176,Ludwig,Wittgenstein
1177,Luigi,Pirandello
1178,Luis,SepÃºlveda
1179,Lynda,Milligan
1180,Lynsay,Sands
1182,M.C.,Beaton
1183,M.M.,Kaye
1184,Madeleine,Brent
1185,Madeleine,L'Engle
1187,Maeve,Binchy
1188,Malcolm,Gladwell
1190,Marcel,Proust
1192,Marcia,Angell
1194,Margaret,Atwood
1196,Margaret,George
1197,Margaret,Truman
1198,Margaret,Weis
1201,Margo,Maine
1202,Marguerite,Duras
1204,Mari,Mancusi
1205,Marian,Keyes
1206,Mario,Puzo
1208,Marissa,Moss
1209,Marjane,Satrapi
1211,Mark,Bittman
1212,Mark,Haddon
1213,Mark,Kurlansky
1215,Mark,Smylie
1216,Mark,Twain
1218,Mark,Waid
1220,Markus,Zusak
1222,Marsha,Collier
1223,Marshall,Sahlins
1224,Marta,Acosta
1225,Martha,Grimes
1226,Martin,Amis
1228,Martin,Gilbert
1230,Mary,Balogh
1235,Mary,Roach
1237,Mary,Stewart
1239,MaryJanice,Davidson
1240,Masamune,Shirow
1241,Matt,Braun
1242,Matt,Ridley
1243,Matthew,Kneale
1244,Matthew,Pearl
1246,Maureen,Johnson
1249,Max,Barry
1250,Max,Frisch
1251,Maya,Angelou
1252,Mayu,ShinjÅ
1253,Meg,Cabot
1254,Megan,McDonald
1257,Mercedes,Lackey
1259,Michael,Chabon
1260,Michael,Connelly
1262,Michael,Craft
1263,Michael,Crichton
1264,Michael,Cunningham
1266,Michael,Jecks
1267,Michael,Lewis
1269,Michael,Moorcock
1270,Michael,Morpurgo
1271,Michael,Pollan
1272,Michael,Shaara
1274,Michel,Foucault
1275,Michio,Kaku
1276,Mike,Davis
1277,Mike,Mason
1278,Milan,Kundera
1279,Minette,Walters
1280,Mircea,Eliade
1281,Mitch,Albom
1282,Miyamoto,Musashi
1283,Monica,Ali
1284,Monica,Furlong
1286,Muriel,Spark
1287,Naguib,Mahfouz
1290,Naomi,Novik
1291,Napoleon,Hill
1292,Nathan,Englander
1293,Nathaniel,Hawthorne
1294,Nathaniel,Philbrick
1295,Natsuo,Kirino
1296,Neal,Stephenson
1299,Ned,Vizzini
1303,Nelson,DeMille
1306,Nicholas,Sparks
1308,Nicholas,Wright
1309,Nicholson,Baker
1310,Nick,Flynn
1311,Nick,Hornby
1312,Nick,Tosches
1313,Nicole,Krauss
1314,Nigel,Warburton
