1121,Kim Stanley Robinson 
1122,Knut Hamsun
1123,Kohta Hirano 
1124,Kresley Cole 
1125,Kurt Busiek
1126,Kurt Vonnegut Jr.
1127,Kurt Vonnegut Jr. 
1128,L.A. Banks 
1129,L.M. Montgomery
1130,L.M. Montgomery 
1131,Lance Armstrong
1132,Larry McMurtry 
1133,Laura Esquivel
1134,Laura Ingalls Wilder
1135,Laurell K. Hamilton 
1136,Lauren Weisberger 
1137,Laurence Yep
1138,Laurence Yep 
1139,Laurie Notaro 
1140,Lawrence Block 
1141,Lawrence Durrell 
1142,Lawrence Otis Graham 
1143,Lawrence Sanders 
1144,Lee Charles Kelley 
1145,Lee Child
1146,Lee Child 
1147,Leigh Nichols
1148,Leo Tolstoy
1149,Leo Tolstoy 
1150,Leon Uris 
1151,Leonardo da Vinci
1152,Lerone Bennett Jr. 
1153,Lewis Carroll
1154,Lilian Jackson Braun 
1155,Lin Carter 
1156,Lincoln Child 
1157,Linda Lael Miller 
1158,Lindsey Davis 
1159,Lisa Gardner 
1160,Lisa McCourt
1161,Lisa See 
1162,Lloyd Alexander 
1163,Lois Gladys Leppard 
1164,Lois Lenski 
1165,Lois Lowry
1166,Lois Lowry 
1167,Lord Dunsany
1168,Lorna Landvik 
1169,Lorrie Moore 
1170,Louis Begley 
1171,Louis de Berni̬res 
1172,Louis Sachar 
1173,Louisa May Alcott
1174,Louisa May Alcott 
1175,Ludovico Ariosto
1176,Ludwig Wittgenstein
1177,Luigi Pirandello
1178,Luis Sep̼lveda
1179,Lynda Milligan
1180,Lynsay Sands 
1181,M. Scott Peck 
1182,M.C. Beaton 
1183,M.M. Kaye 
1184,Madeleine Brent 
1185,Madeleine L'Engle
1186,Madeleine L'Engle 
1187,Maeve Binchy 
1188,Malcolm Gladwell 
1189,Malvina G. Vogel
1190,Marcel Proust
1191,Marcel Proust 
1192,Marcia Angell 
1193,Marcus J. Borg 
1194,Margaret Atwood
1195,Margaret Atwood 
1196,Margaret George 
1197,Margaret Truman 
1198,Margaret Weis
1199,Margaret Weis 
1200,Margaret Wise Brown
1201,Margo Maine
1202,Marguerite Duras
1203,Marguerite Duras 
1204,Mari Mancusi 
1205,Marian Keyes 
1206,Mario Puzo 
1207,Mario Vargas Llosa 
1208,Marissa Moss 
1209,Marjane Satrapi
1210,Mark Allen Weiss 
1211,Mark Bittman 
1212,Mark Haddon 
1213,Mark Kurlansky
1214,Mark Kurlansky 
1215,Mark Smylie 
1216,Mark Twain
1217,Mark Twain 
1218,Mark Waid
1219,Mark Z. Danielewski 
1220,Markus Zusak
